vacancy_name,vacancy_reference,employer,employer_reference,location,service,min_salary,max_salary,vacancy_currency
"Data Scientist, Поиск / Анализ спроса",https://yaroslavl.hh.ru/vacancy/45919989?from=vacancy_search_list&query=data%20scientist,Ozon Информационные технологии,https://hh.ru/employer/2180?dpt=ozonru-2180-dev,Санкт-Петербург,HeadHunter,,,
"Cloud Data Scientist (AWS, remote)",https://yaroslavl.hh.ru/vacancy/46358357?from=vacancy_search_list&query=data%20scientist,ООО ClearScale,https://hh.ru/employer/1574063,Москва,HeadHunter,300000.0,,руб.
Data Scientist,https://yaroslavl.hh.ru/vacancy/46417535?from=vacancy_search_list&query=data%20scientist,Нек. орг. Федеральный институт повышения квалификации,https://hh.ru/employer/2240630,Екатеринбург,HeadHunter,,100000.0,руб.
"Стажер Data scientist, Ozon Express",https://yaroslavl.hh.ru/vacancy/46275977?from=vacancy_search_list&query=data%20scientist,Ozon Express,https://hh.ru/employer/2180?dpt=ozonru-2180-express,Москва,HeadHunter,,,
Data Scientist (Middle),https://yaroslavl.hh.ru/vacancy/46447825?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Санкт-Петербург,HeadHunter,,,
Middle Data Scientist (Delivery Club),https://yaroslavl.hh.ru/vacancy/44568058?from=vacancy_search_list&query=data%20scientist,"Mail.ru Group, E-commerce",https://hh.ru/employer/15478?dpt=mailru-15478-pcom,"Москва, Аэропорт",HeadHunter,,,
"Data Scientist, Поиск / Товарные рекомендации",https://yaroslavl.hh.ru/vacancy/43852997?from=vacancy_search_list&query=data%20scientist,Ozon Информационные технологии,https://hh.ru/employer/2180?dpt=ozonru-2180-dev,Санкт-Петербург,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/44352034?from=vacancy_search_list&query=data%20scientist,Московский Кредитный Банк,https://hh.ru/employer/2492,Москва,HeadHunter,,,
Senior Data Scientist / Team Lead,https://yaroslavl.hh.ru/vacancy/44296028?from=vacancy_search_list&query=data%20scientist,"«РОСБАНК, Societe Generale Group»",https://hh.ru/employer/599?dpt=rosbank-599-opyt,Москва,HeadHunter,,,
Data Engineer,https://yaroslavl.hh.ru/vacancy/46352980?from=vacancy_search_list&query=data%20scientist,Сбер. IT,https://hh.ru/employer/3529?dpt=3529-3529-it,"Москва, Кутузовская",HeadHunter,,,
Data Scientist (Recommender System) REMOTE/RELOCATE,https://yaroslavl.hh.ru/vacancy/45725778?from=vacancy_search_list&query=data%20scientist,Wisebits,https://hh.ru/employer/1689648,Санкт-Петербург,HeadHunter,,,
Аналитик данных (data scientist),https://yaroslavl.hh.ru/vacancy/46270017?from=vacancy_search_list&query=data%20scientist,ООО Премьер Аналитика,https://hh.ru/employer/1939023,"Москва, Бутырская  и еще 1 ",HeadHunter,250000.0,,руб.
Data Scientist,https://yaroslavl.hh.ru/vacancy/44037884?from=vacancy_search_list&query=data%20scientist,Itransition,https://hh.ru/employer/204511,Москва,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/46272710?from=vacancy_search_list&query=data%20scientist,Azur Games,https://hh.ru/employer/2666179,"Москва, Баррикадная и еще 2 ",HeadHunter,,,
"Data Scientist, Поиск / Товарные рекомендации",https://yaroslavl.hh.ru/vacancy/43852580?from=vacancy_search_list&query=data%20scientist,Ozon Информационные технологии,https://hh.ru/employer/2180?dpt=ozonru-2180-dev,"Москва, Деловой центр и еще 2 ",HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/41964046?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Воронеж,HeadHunter,,,
"Data Scientist (NLP, распознавание речи)",https://yaroslavl.hh.ru/vacancy/45708106?from=vacancy_search_list&query=data%20scientist,Группа компаний ФЛЭШ,https://hh.ru/employer/11685,Ростов-на-Дону,HeadHunter,,,
Data Scientist в Еду (ML),https://yaroslavl.hh.ru/vacancy/46254866?from=vacancy_search_list&query=data%20scientist,Яндекс,https://hh.ru/employer/1740,Москва,HeadHunter,,,
Data scientist,https://yaroslavl.hh.ru/vacancy/45693931?from=vacancy_search_list&query=data%20scientist,WakeApp,https://hh.ru/employer/1474584,"Москва, Тульская",HeadHunter,140000.0,230000.0,руб.
Data Scientist,https://yaroslavl.hh.ru/vacancy/46121509?from=vacancy_search_list&query=data%20scientist,Метинвест Диджитал,https://hh.ru/employer/5044286,Львов,HeadHunter,,,
Data Scientist (Computer Vision),https://yaroslavl.hh.ru/vacancy/46341245?from=vacancy_search_list&query=data%20scientist,Агентство КИТ Консалт,https://hh.ru/employer/637743,Москва,HeadHunter,,,
Data engineer (Data Office),https://yaroslavl.hh.ru/vacancy/45652212?from=vacancy_search_list&query=data%20scientist,Сибур,https://hh.ru/employer/3809?dpt=sbr-3809-sibb,"Москва, Профсоюзная",HeadHunter,,,
Data Engineer,https://yaroslavl.hh.ru/vacancy/46305287?from=vacancy_search_list&query=data%20scientist,Dataduck,https://hh.ru/employer/2960245,Санкт-Петербург,HeadHunter,170000.0,,руб.
Аналитик данных (Data Scientist),https://yaroslavl.hh.ru/vacancy/46150864?from=vacancy_search_list&query=data%20scientist,ООО 24Н Софт,https://hh.ru/employer/2515455,"Москва, Домодедовская",HeadHunter,200000.0,350000.0,руб.
Специалист по машинному обучению (Data Scientist),https://yaroslavl.hh.ru/vacancy/46273577?from=vacancy_search_list&query=data%20scientist,ICL Services,https://hh.ru/employer/156424,Казань,HeadHunter,,,
Data Scientist (Collection),https://yaroslavl.hh.ru/vacancy/46246099?from=vacancy_search_list&query=data%20scientist,Альфа-Банк. Старт Карьеры,https://hh.ru/employer/80?dpt=80-80-start,Москва,HeadHunter,,,
Data Scientist (remote),https://yaroslavl.hh.ru/vacancy/46463285?from=vacancy_search_list&query=data%20scientist,"Velvetech, LLC",https://hh.ru/employer/642001,Санкт-Петербург,HeadHunter,,,
"Директор (Data scientist), Управление модельных рисков и валидации",https://yaroslavl.hh.ru/vacancy/43908149?from=vacancy_search_list&query=data%20scientist,Банк ВТБ (ПАО),https://hh.ru/employer/4181,Москва,HeadHunter,,,
"Директор (Data scientist), Управление модельных рисков и валидации",https://yaroslavl.hh.ru/vacancy/43908149?from=vacancy_search_list&query=data%20scientist,Банк ВТБ (ПАО),https://hh.ru/employer/4181,Москва,HeadHunter,,,
Data scientist,https://yaroslavl.hh.ru/vacancy/46281356?from=vacancy_search_list&query=data%20scientist,ЭР-Телеком,https://hh.ru/employer/44272,Пермь,HeadHunter,,,
Специалист по машинному обучению (Data Scientist),https://yaroslavl.hh.ru/vacancy/46338628?from=vacancy_search_list&query=data%20scientist,ООО МультиКарта,https://hh.ru/employer/109995,"Москва, Крестьянская застава",HeadHunter,,,
Senior Data Analyst,https://yaroslavl.hh.ru/vacancy/44146638?from=vacancy_search_list&query=data%20scientist,DINS,https://hh.ru/employer/168307,"Санкт-Петербург, Нарвская",HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/46121508?from=vacancy_search_list&query=data%20scientist,Метинвест Диджитал,https://hh.ru/employer/5044286,Днепр (Днепропетровск),HeadHunter,,,
Data Scientist (Центр валидации моделей КИБ),https://yaroslavl.hh.ru/vacancy/46244110?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Data Engineer (NRT),https://yaroslavl.hh.ru/vacancy/46277890?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Санкт-Петербург,HeadHunter,,,
Data scientist / Специалист по нейросетям,https://yaroslavl.hh.ru/vacancy/45752083?from=vacancy_search_list&query=data%20scientist,"ООО АНТРАКС, МНПП",https://hh.ru/employer/962687,Пушкино (Московская область),HeadHunter,,,
Старший Data Scientist,https://yaroslavl.hh.ru/vacancy/46212450?from=vacancy_search_list&query=data%20scientist,IBS,https://hh.ru/employer/139,Москва,HeadHunter,,,
Data Scientist (коммерческое направление),https://yaroslavl.hh.ru/vacancy/44761330?from=vacancy_search_list&query=data%20scientist,Зест-персонал,https://hh.ru/employer/21653,Москва,HeadHunter,,,
Data Scientist (в проект ДМС),https://yaroslavl.hh.ru/vacancy/44912978?from=vacancy_search_list&query=data%20scientist,"ВСК, САО",https://hh.ru/employer/1439,Москва,HeadHunter,,,
Аналитик (эконометрическое моделирование) / Data scientist,https://yaroslavl.hh.ru/vacancy/43822820?from=vacancy_search_list&query=data%20scientist,dentsu,https://hh.ru/employer/6528,Москва,HeadHunter,,,
Data Analyst (NRT),https://yaroslavl.hh.ru/vacancy/46291681?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Санкт-Петербург,HeadHunter,,,
Программист / Data scientist,https://yaroslavl.hh.ru/vacancy/46240216?from=vacancy_search_list&query=data%20scientist,ООО ПРОИНВЕСТЛАЙН,https://hh.ru/employer/86082,"Москва, Новослободская",HeadHunter,100000.0,150000.0,руб.
Data Scientist,https://yaroslavl.hh.ru/vacancy/46175641?from=vacancy_search_list&query=data%20scientist,ГКУ Инфогород,https://hh.ru/employer/2427329,Москва,HeadHunter,,,
Lead Data Scientist,https://yaroslavl.hh.ru/vacancy/46343632?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Санкт-Петербург,HeadHunter,,,
Python Data Scientist,https://yaroslavl.hh.ru/vacancy/46302088?from=vacancy_search_list&query=data%20scientist,Andersen,https://hh.ru/employer/851604,Казань,HeadHunter,,,
Data Scientist (финансовый анализ),https://yaroslavl.hh.ru/vacancy/46308312?from=vacancy_search_list&query=data%20scientist,КЛЮЧАВТО,https://hh.ru/employer/52839,Санкт-Петербург,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/46229988?from=vacancy_search_list&query=data%20scientist,Платформа Больших Данных,https://hh.ru/employer/5202841,Москва,HeadHunter,,,
Middle/Senior Data Scientist,https://yaroslavl.hh.ru/vacancy/44680709?from=vacancy_search_list&query=data%20scientist, Альфа-Банк,https://hh.ru/employer/80?dpt=80-80-bank,"Москва, Технопарк",HeadHunter,,,
Data scientist (Исследователь данных),https://yaroslavl.hh.ru/vacancy/46152282?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Стажер-аналитик/разработчик Power BI/Data Scientist/Data Engineer,https://yaroslavl.hh.ru/vacancy/46116618?from=vacancy_search_list&query=data%20scientist,ТОО ASPEX,https://hh.ru/employer/2494529,Алматы,HeadHunter,100000.0,,KZT
Data scientist,https://yaroslavl.hh.ru/vacancy/45443609?from=vacancy_search_list&query=data%20scientist,"БИОКАД, биотехнологическая компания",https://hh.ru/employer/389,Санкт-Петербург,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/45489399?from=vacancy_search_list&query=data%20scientist,WILDBERRIES,https://hh.ru/employer/87021,Москва,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/46175129?from=vacancy_search_list&query=data%20scientist,Datana (ГК ЛАНИТ),https://hh.ru/employer/733?dpt=733-733-datana,Москва,HeadHunter,,,
Chief Data Scientist в кластер SberNBA.Client,https://yaroslavl.hh.ru/vacancy/46175704?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/45489857?from=vacancy_search_list&query=data%20scientist,WILDBERRIES,https://hh.ru/employer/87021,Екатеринбург,HeadHunter,,,
Data Scientist (финансовый анализ),https://yaroslavl.hh.ru/vacancy/46277372?from=vacancy_search_list&query=data%20scientist,КЛЮЧАВТО,https://hh.ru/employer/52839,Краснодар,HeadHunter,,,
Data Scientist (ML),https://yaroslavl.hh.ru/vacancy/46172035?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Data Analyst (Модерация),https://yaroslavl.hh.ru/vacancy/43601621?from=vacancy_search_list&query=data%20scientist,Циан,https://hh.ru/employer/1429999,"Москва, Преображенская площадь",HeadHunter,,,
Big Data Engineer,https://yaroslavl.hh.ru/vacancy/45657046?from=vacancy_search_list&query=data%20scientist,Saber Interactive,https://hh.ru/employer/314182,Санкт-Петербург,HeadHunter,,,
Senior Data Scientist,https://yaroslavl.hh.ru/vacancy/46059440?from=vacancy_search_list&query=data%20scientist,Лаборатория Касперского,https://hh.ru/employer/1057,"Москва, Водный стадион",HeadHunter,,,
Team Lead /Senior data scientist (коммерческое направление),https://yaroslavl.hh.ru/vacancy/44828024?from=vacancy_search_list&query=data%20scientist,Зест-персонал,https://hh.ru/employer/21653,Москва,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/43088343?from=vacancy_search_list&query=data%20scientist,Itransition,https://hh.ru/employer/204511,Санкт-Петербург,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/46082156?from=vacancy_search_list&query=data%20scientist,Kelly Services,https://hh.ru/employer/4925,"Москва, Профсоюзная",HeadHunter,,330000.0,руб.
Data Scientist,https://yaroslavl.hh.ru/vacancy/46144962?from=vacancy_search_list&query=data%20scientist,АО ДБ АО Сбербанк,https://hh.ru/employer/1245405,Алматы,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/45489783?from=vacancy_search_list&query=data%20scientist,WILDBERRIES,https://hh.ru/employer/87021,Санкт-Петербург,HeadHunter,,,
Data Scientist (Машинное обучение),https://yaroslavl.hh.ru/vacancy/45614509?from=vacancy_search_list&query=data%20scientist,Полюс,https://hh.ru/employer/97839,Москва,HeadHunter,,,
Ведущий Data Scientist,https://yaroslavl.hh.ru/vacancy/46201330?from=vacancy_search_list&query=data%20scientist,Тензор,https://hh.ru/employer/67611,"Санкт-Петербург, Московские ворота",HeadHunter,,,
Data Scientist (middle),https://yaroslavl.hh.ru/vacancy/42118236?from=vacancy_search_list&query=data%20scientist,ООО UMA.Tech,https://hh.ru/employer/2155808?dpt=2155808-2155808-uma,"Москва, Маяковская",HeadHunter,,,
"Руководитель группы Data scientist, Ozon Express",https://yaroslavl.hh.ru/vacancy/44158664?from=vacancy_search_list&query=data%20scientist,Ozon Express,https://hh.ru/employer/2180?dpt=ozonru-2180-express,Санкт-Петербург,HeadHunter,,,
Data scientist (инфраструктурное направление),https://yaroslavl.hh.ru/vacancy/44827896?from=vacancy_search_list&query=data%20scientist,Зест-персонал,https://hh.ru/employer/21653,Москва,HeadHunter,,,
Data Scientist ASR/TTS,https://yaroslavl.hh.ru/vacancy/46150292?from=vacancy_search_list&query=data%20scientist,Kelly Services,https://hh.ru/employer/4925,"Нижний Новгород, Горьковская",HeadHunter,,400000.0,руб.
Senior Data Scientist,https://yaroslavl.hh.ru/vacancy/46158066?from=vacancy_search_list&query=data%20scientist,АДВ,https://hh.ru/employer/1994,Москва,HeadHunter,,,
"Ведущий аналитик Data scientist (удалённо), Ozon Express",https://yaroslavl.hh.ru/vacancy/44157502?from=vacancy_search_list&query=data%20scientist,Ozon Express,https://hh.ru/employer/2180?dpt=ozonru-2180-express,Санкт-Петербург,HeadHunter,,,
"Senior Data Scientist (NLP, чат-бот)",https://yaroslavl.hh.ru/vacancy/46228554?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Data Engineer platfrom Data Lake,https://yaroslavl.hh.ru/vacancy/46192414?from=vacancy_search_list&query=data%20scientist,Райффайзенбанк,https://hh.ru/employer/4023,Москва,HeadHunter,,,
"Руководитель группы Data scientist, Ozon Express",https://yaroslavl.hh.ru/vacancy/44158663?from=vacancy_search_list&query=data%20scientist,Ozon Express,https://hh.ru/employer/2180?dpt=ozonru-2180-express,Москва,HeadHunter,,,
Data Scientist (скорринг),https://yaroslavl.hh.ru/vacancy/43844535?from=vacancy_search_list&query=data%20scientist,"ОТП Банк, АО (OTP bank)",https://hh.ru/employer/4394,"Москва, Балтийская и еще 1 ",HeadHunter,,,
Machine Learning Intern,https://yaroslavl.hh.ru/vacancy/45619663?from=vacancy_search_list&query=data%20scientist,Intel Corporation,https://hh.ru/employer/2716,"Нижний Новгород, Горьковская",HeadHunter,,,
"Ведущий аналитик Data scientist (удалённо), Ozon Express",https://yaroslavl.hh.ru/vacancy/44157501?from=vacancy_search_list&query=data%20scientist,Ozon Express,https://hh.ru/employer/2180?dpt=ozonru-2180-express,Москва,HeadHunter,,,
Data Engineer,https://yaroslavl.hh.ru/vacancy/46490809?from=vacancy_search_list&query=data%20scientist,Insitech Development,https://hh.ru/employer/5289974,Санкт-Петербург,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/46110156?from=vacancy_search_list&query=data%20scientist,ООО Мастер Деливери,https://hh.ru/employer/5123323,Москва,HeadHunter,,,
"Ведущий аналитик Data scientist (удалённо), Ozon Express",https://yaroslavl.hh.ru/vacancy/44157503?from=vacancy_search_list&query=data%20scientist,Ozon Express,https://hh.ru/employer/2180?dpt=ozonru-2180-express,Екатеринбург,HeadHunter,,,
Data Analysis Leader,https://yaroslavl.hh.ru/vacancy/46170482?from=vacancy_search_list&query=data%20scientist,"ООО Mars (CHOCOLATE, PETCARE, FOOD)",https://hh.ru/employer/205?dpt=mars-205-chpf,Москва,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/45489815?from=vacancy_search_list&query=data%20scientist,WILDBERRIES,https://hh.ru/employer/87021,Нижний Новгород,HeadHunter,,,
Middle/Senior CV Data Scientist,https://yaroslavl.hh.ru/vacancy/46177191?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Senior data scientist,https://yaroslavl.hh.ru/vacancy/46152848?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Data Scientist (DataUnicorn.Al team),https://yaroslavl.hh.ru/vacancy/46102350?from=vacancy_search_list&query=data%20scientist,Брокеркредитсервис,https://hh.ru/employer/1833,"Москва, Проспект Мира и еще 2 ",HeadHunter,,,
Data scientist / Специалист по нейросетям,https://yaroslavl.hh.ru/vacancy/45752080?from=vacancy_search_list&query=data%20scientist,"ООО АНТРАКС, МНПП",https://hh.ru/employer/962687,Щелково,HeadHunter,,,
Data scientist / Специалист по нейросетям,https://yaroslavl.hh.ru/vacancy/45752080?from=vacancy_search_list&query=data%20scientist,"ООО АНТРАКС, МНПП",https://hh.ru/employer/962687,Щелково,HeadHunter,,,
Data scientist (аналитик),https://yaroslavl.hh.ru/vacancy/44712491?from=vacancy_search_list&query=data%20scientist,Группа НЛМК,https://hh.ru/employer/988387,"Москва, Полянка и еще 2 ",HeadHunter,,,
Data scientist / Специалист по нейросетям,https://yaroslavl.hh.ru/vacancy/45752079?from=vacancy_search_list&query=data%20scientist,"ООО АНТРАКС, МНПП",https://hh.ru/employer/962687,Фрязино,HeadHunter,,,
Data scientist / Специалист по нейросетям,https://yaroslavl.hh.ru/vacancy/45752078?from=vacancy_search_list&query=data%20scientist,"ООО АНТРАКС, МНПП",https://hh.ru/employer/962687,Мытищи,HeadHunter,,,
Data Scientist (Market Research & Analytics),https://yaroslavl.hh.ru/vacancy/42653917?from=vacancy_search_list&query=data%20scientist,JetBrains,https://hh.ru/employer/9281,"Санкт-Петербург, Беговая и еще 1 ",HeadHunter,,,
Data scientist / Специалист по нейросетям,https://yaroslavl.hh.ru/vacancy/45752081?from=vacancy_search_list&query=data%20scientist,"ООО АНТРАКС, МНПП",https://hh.ru/employer/962687,Ивантеевка,HeadHunter,,,
Data scientist / Специалист по нейросетям,https://yaroslavl.hh.ru/vacancy/45752082?from=vacancy_search_list&query=data%20scientist,"ООО АНТРАКС, МНПП",https://hh.ru/employer/962687,Королев,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/43567986?from=vacancy_search_list&query=data%20scientist,ПАО Первая Грузовая Компания,https://hh.ru/employer/219464,Москва,HeadHunter,,,
Data Scientist (Аналитик данных),https://yaroslavl.hh.ru/vacancy/46080992?from=vacancy_search_list&query=data%20scientist,Частное учреждение «Корпоративный университет «Самрук-Казына»,https://hh.ru/employer/244198,Нур-Султан,HeadHunter,,,
Data scientist / Специалист по нейросетям,https://yaroslavl.hh.ru/vacancy/45752084?from=vacancy_search_list&query=data%20scientist,"ООО АНТРАКС, МНПП",https://hh.ru/employer/962687,Сергиев Посад,HeadHunter,,,
Python Developer (Data Scientist Search),https://yaroslavl.hh.ru/vacancy/44402713?from=vacancy_search_list&query=data%20scientist,АО Диалог,https://hh.ru/employer/5365096,"Санкт-Петербург, Горьковская",HeadHunter,,,
Middle Data Scientist,https://yaroslavl.hh.ru/vacancy/46487806?from=vacancy_search_list&query=data%20scientist,LeverX International,https://hh.ru/employer/759873,Минск,HeadHunter,,,
Data scientist,https://yaroslavl.hh.ru/vacancy/46491117?from=vacancy_search_list&query=data%20scientist,A&D Mortgage,https://hh.ru/employer/4280547,Санкт-Петербург,HeadHunter,,,
Аналитик/Data Scientist,https://yaroslavl.hh.ru/vacancy/45305351?from=vacancy_search_list&query=data%20scientist,СПб ГУП Санкт-Петербургский информационно-аналитический центр,https://hh.ru/employer/728292,Санкт-Петербург,HeadHunter,,,
Senior data scientist,https://yaroslavl.hh.ru/vacancy/46153346?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Data Scientist (recommend),https://yaroslavl.hh.ru/vacancy/44402344?from=vacancy_search_list&query=data%20scientist,АО Диалог,https://hh.ru/employer/5365096,"Санкт-Петербург, Горьковская",HeadHunter,,,
Data scientist (электронный документооборот),https://yaroslavl.hh.ru/vacancy/43351421?from=vacancy_search_list&query=data%20scientist,АО БДО Юникон Бизнес Солюшнс,https://hh.ru/employer/4746710,Москва,HeadHunter,,,
Data Scientist (финансовый анализ),https://yaroslavl.hh.ru/vacancy/46308399?from=vacancy_search_list&query=data%20scientist,КЛЮЧАВТО,https://hh.ru/employer/52839,Екатеринбург,HeadHunter,,,
Senior Data Scientist,https://yaroslavl.hh.ru/vacancy/45453807?from=vacancy_search_list&query=data%20scientist,ЗАО Научсофт,https://hh.ru/employer/746783,Минск,HeadHunter,,,
Data scientist / Специалист по нейросетям,https://yaroslavl.hh.ru/vacancy/45752085?from=vacancy_search_list&query=data%20scientist,"ООО АНТРАКС, МНПП",https://hh.ru/employer/962687,Черноголовка,HeadHunter,,,
"Наставник на онлайн курс ""Data Analytics""",https://yaroslavl.hh.ru/vacancy/46194692?from=vacancy_search_list&query=data%20scientist,Университет Иннополис,https://hh.ru/employer/1160188,Сочи,HeadHunter,,,
"Наставник на онлайн курс ""Data Analytics""",https://yaroslavl.hh.ru/vacancy/46194691?from=vacancy_search_list&query=data%20scientist,Университет Иннополис,https://hh.ru/employer/1160188,Санкт-Петербург,HeadHunter,,,
Data scientist,https://yaroslavl.hh.ru/vacancy/46116822?from=vacancy_search_list&query=data%20scientist,АО Сбербанк АСТ,https://hh.ru/employer/565840,"Москва, Киевская и еще 1 ",HeadHunter,,,
Middle/Senior Machine Learning Engineer,https://yaroslavl.hh.ru/vacancy/46276169?from=vacancy_search_list&query=data%20scientist,Unikoom,https://hh.ru/employer/5144162,Москва,HeadHunter,,,
Python developer & DS/ML engineer,https://yaroslavl.hh.ru/vacancy/46075076?from=vacancy_search_list&query=data%20scientist,IBS,https://hh.ru/employer/139,Москва,HeadHunter,,,
"Наставник на онлайн курс ""Data Analytics""",https://yaroslavl.hh.ru/vacancy/46194689?from=vacancy_search_list&query=data%20scientist,Университет Иннополис,https://hh.ru/employer/1160188,Казань,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/46300937?from=vacancy_search_list&query=data%20scientist,Onseo,https://hh.ru/employer/671327,Киев,HeadHunter,,,
Data Scientist (финансовый анализ),https://yaroslavl.hh.ru/vacancy/46308297?from=vacancy_search_list&query=data%20scientist,КЛЮЧАВТО,https://hh.ru/employer/52839,Москва,HeadHunter,,,
"Наставник на онлайн курс ""Data Analytics""",https://yaroslavl.hh.ru/vacancy/46194690?from=vacancy_search_list&query=data%20scientist,Университет Иннополис,https://hh.ru/employer/1160188,Москва,HeadHunter,,,
Data Engineer,https://yaroslavl.hh.ru/vacancy/44555806?from=vacancy_search_list&query=data%20scientist,UniCredit Bank,https://hh.ru/employer/1754,Москва,HeadHunter,,,
Middle Machine Learning Engineer,https://yaroslavl.hh.ru/vacancy/45369002?from=vacancy_search_list&query=data%20scientist,Provectus,https://hh.ru/employer/841622,Казань,HeadHunter,,,
Deep Learning Software Engineer (Federated Learning/Computer Vision),https://yaroslavl.hh.ru/vacancy/41450842?from=vacancy_search_list&query=data%20scientist,Intel Corporation,https://hh.ru/employer/2716,"Нижний Новгород, Горьковская",HeadHunter,,,
Data scientist (цифровые двойники),https://yaroslavl.hh.ru/vacancy/43351939?from=vacancy_search_list&query=data%20scientist,АО БДО Юникон Бизнес Солюшнс,https://hh.ru/employer/4746710,Москва,HeadHunter,,,
Middle Machine Learning Engineer,https://yaroslavl.hh.ru/vacancy/45369101?from=vacancy_search_list&query=data%20scientist,Provectus,https://hh.ru/employer/841622,Санкт-Петербург,HeadHunter,,,
Data scientist (цифровые помощники),https://yaroslavl.hh.ru/vacancy/43352442?from=vacancy_search_list&query=data%20scientist,АО БДО Юникон Бизнес Солюшнс,https://hh.ru/employer/4746710,Москва,HeadHunter,,,
Junior Data Scientist,https://yaroslavl.hh.ru/vacancy/46461113?from=vacancy_search_list&query=data%20scientist,"EPAM Systems, Inc.",https://hh.ru/employer/632462,Минск,HeadHunter,,,
Junior Data Scientist / Machine Learning Engineer,https://yaroslavl.hh.ru/vacancy/46271924?from=vacancy_search_list&query=data%20scientist,ООО Фрешли Дата,https://hh.ru/employer/5567609,Минск,HeadHunter,,,
Data Scientist,https://yaroslavl.hh.ru/vacancy/43507630?from=vacancy_search_list&query=data%20scientist,Tele2,https://hh.ru/employer/4219,Москва,HeadHunter,,,
Аналитик \ Junior data scientist,https://yaroslavl.hh.ru/vacancy/46191931?from=vacancy_search_list&query=data%20scientist,LVMH Perfumes & Cosmetics Russia (Seldico LLC),https://hh.ru/employer/31376,Москва,HeadHunter,100000.0,100000.0,руб.
Junior Data scientist,https://yaroslavl.hh.ru/vacancy/46175425?from=vacancy_search_list&query=data%20scientist,"Компания «СПОРТМАСТЕР», SM Lab",https://hh.ru/employer/2343?dpt=2343-2343-it,"Москва, Аэропорт",HeadHunter,,,
Аналитик данных,https://yaroslavl.hh.ru/vacancy/46690256?from=vacancy_search_list&query=data%20scientist,"ЕКА, Топливная компания",https://hh.ru/employer/216562,"Москва, Смоленская",HeadHunter,,65000.0,руб.
"Senior Big Data Engineer, Financial Software Solutions",https://yaroslavl.hh.ru/vacancy/41833818?from=vacancy_search_list&query=data%20scientist,DataArt,https://hh.ru/employer/69961,Санкт-Петербург,HeadHunter,,,
Ведущий исследователь данных,https://yaroslavl.hh.ru/vacancy/46854665?from=vacancy_search_list&query=data%20scientist,Сбер для экспертов,https://hh.ru/employer/3529?dpt=3529-3529-prof,Москва,HeadHunter,,,
Chief Data officer,https://yaroslavl.hh.ru/vacancy/46843589?from=vacancy_search_list&query=data%20scientist,Мокка,https://hh.ru/employer/1220357,"Москва, Тульская",HeadHunter,,,
